416753161867346, 409750420619157, 213194521390239 @ -12, -179, 125
284945923273160, 280961503122183, 364057071388561 @ -90, 73, -245
255167313670734, 359419677874872, 249291007735327 @ 106, -125, 73
147278497338554, 333605839537896, 270434979725803 @ 173, 45, -232
241213195832234, 220870984975800, 396401326247779 @ 126, 106, -173
320707317754992, 236293202452442, 468008215175770 @ 62, 38, -206
429936211620626, 206059954827372, 292400021012011 @ -25, 50, 36
371159525994712, 544028900285664, 279261139621850 @ -130, -464, 14
169766956515518, 279672799944882, 168002315045485 @ 140, 203, 364
187127571431794, 332117783687043, 245061801072565 @ 20, -5, 19
151247195432705, 243847527957179, 202629131434875 @ 225, 329, 209
166895073301417, 177455765760114, 330155831849485 @ 197, 430, -209
383746952720750, 343696255922274, 147474397371337 @ 64, -106, 187
190615612213190, 364674415119852, 250599269793391 @ -34, -177, -23
521253541703298, 200904611383688, 461889248902839 @ -82, 38, -127
497707465736082, 226309306998080, 424868981842079 @ -83, 21, -103
209862702088628, 305158849077336, 260663294995003 @ 105, 10, 23
287348492373042, 261068288214664, 523447878057825 @ -58, 102, -586
542919966718127, 275380821763875, 308987839183135 @ -93, -39, 29
248612096410502, 408453823966452, 325959220828015 @ 107, -210, -61
278416913270612, 409982553618374, 275961380939275 @ -147, -289, -41
298301963241897, 250482861839156, 267550493038264 @ -53, 108, 22
280368112457762, 367937065319154, 251365277419495 @ -140, -158, 37
291720942798158, 314185197981204, 273582763645363 @ -14, -36, 16
469793732754500, 196912242771787, 252455953223626 @ -54, 53, 82
303910667389517, 315855234504759, 312277175140375 @ 33, -55, -27
180526246779402, 271694268896384, 235374954298475 @ -37, 449, 54
292344397060971, 292268063987580, 249394198167955 @ -131, 52, 49
197018465783654, 311337182116326, 261287565886525 @ 64, 41, -16
277248519473338, 333855301582289, 164926368130696 @ -92, -61, 280
159159840157742, 336678129206484, 218507142692275 @ -70, 108, 224
357950029522026, 307868591600554, 420865079797081 @ -10, -51, -164
454085000310040, 230604132924715, 418683734504834 @ -22, 11, -88
399858556591456, 298406174228386, 338434729449971 @ 25, -57, -9
203835356196854, 247624149981240, 267953789081503 @ 144, 125, 17
372749980139537, 226913543424459, 410477399154445 @ -195, 149, -273
370538195507691, 394709084029209, 414910604603110 @ -131, -191, -236
360281691075590, 208967040443072, 267541806099347 @ 48, 50, 63
284540165110702, 198285787927908, 138663149128479 @ 127, 70, 215
170742740838002, 328351042412698, 259207430495753 @ 102, 15, -54
285507787419865, 346989652862880, 456701572064707 @ 43, -104, -287
544096756163753, 494654944224711, 400736919615016 @ -221, -297, -114
153011065425800, 365857876640994, 211691081749858 @ 58, -246, 280
388690602185777, 295214286622569, 324601755206290 @ 43, -55, 8
379558430177054, 251277144953442, 290545423703647 @ -36, 27, 21
274760322575774, 188341724688708, 256265008929199 @ 51, 182, 57
373155435518642, 254132105877405, 358010532216228 @ 12, 7, -52
293770793803253, 187644784269966, 174184589572276 @ 93, 106, 180
326110006034816, 310850144868780, 202509787305715 @ 75, -64, 139
264102633613934, 469895172594690, 137421606954961 @ 64, -330, 275
186538218413969, 151717851588354, 267813073087801 @ 253, 94, 67
313505309263304, 322638120934544, 507736429616209 @ -99, -46, -518
288940978396302, 493406201188194, 373520584468665 @ -212, -575, -372
344763045837682, 334008651420592, 301321383638269 @ -98, -78, -32
247636227442164, 312458490716316, 278835536806539 @ 5, -8, -25
311136022694684, 108246808314972, 349500756465358 @ 58, 228, -62
333451775320688, 319427811668362, 337025749062582 @ -54, -54, -88
298630728410116, 338459777096288, 135858523537381 @ -59, -82, 310
452571061089815, 217691606879022, 358679836278242 @ -15, 22, -24
164871634604246, 331008371765460, 256596136602031 @ -62, 128, -202
284836129661955, 314485438114057, 412747124368932 @ 25, -43, -234
336641249685494, 536647811072084, 162050463966063 @ -141, -516, 252
297777512967002, 194486467004694, 334552765276555 @ 58, 125, -53
387169805669694, 266982589329455, 430723877679394 @ -64, 11, -188
367319007813404, 220127121102936, 189964673052673 @ -139, 138, 180
494424854389804, 280418466847628, 208988651492061 @ -65, -40, 128
214797394209482, 348450502825404, 168640503601819 @ 157, -106, 216
163718778787286, 298697076365100, 239959598868495 @ 96, 235, 29
267174959994540, 280333557122533, 237941993604221 @ -26, 65, 83
161284949368278, 338735830437988, 240936319106167 @ -16, 42, -32
230124624130650, 324228643463450, 169484593037726 @ 116, -58, 222
153164225775522, 45605648572224, 174176783956005 @ 260, 568, 227
352174272276560, 156205260420868, 320487674666443 @ -75, 228, -53
213907040210342, 353939130278484, 243924880416083 @ 12, -116, 50
441906671117822, 545978977228512, 110063689163551 @ -18, -319, 233
448103696147117, 228285146107456, 445565262835952 @ -63, 32, -148
425552219762696, 86018933077620, 125968464936948 @ -6, 172, 218
302539445253002, 283931606060424, 263106924118435 @ -41, 27, 36
170867952309700, 377351777026276, 233221979036723 @ 73, -252, 75
249387181177382, 312563949688500, 281724446752303 @ 17, -14, -25
506594891194088, 256231776295098, 326073185149318 @ -66, -18, 10
369168203243382, 246189089727996, 314595040652551 @ 32, 10, 7
316924207659045, 50878085810429, 202158429579866 @ -37, 449, 156
238796194572592, 138090342209644, 243442663269795 @ 122, 260, 81
350029819687148, 278322497591876, 291352121930751 @ 9, -12, 21
289828298326918, 256952671938762, 359763030321459 @ 104, 10, -63
162254619404538, 341682750958751, 238937923062794 @ 28, -9, 8
373011188663942, 171473490295584, 489532093187275 @ -36, 145, -266
477008643471534, 210432942350884, 290511540037919 @ -172, 84, 21
550745424374906, 162988997720799, 202219287695836 @ -140, 89, 136
181707234472208, 327947347385751, 289284202614578 @ 66, 7, -184
497951467898938, 505687185861608, 491070857995973 @ -382, -402, -388
237506235570450, 352139003900468, 333126242058215 @ -167, -108, -361
302857025565078, 138814474157268, 416006653948559 @ 44, 217, -183
360580900282109, 238896563363067, 212698959823648 @ 13, 33, 128
431681178489605, 213451346261442, 433539201686473 @ -19, 38, -117
230040468098077, 360031243603059, 23079950532360 @ 65, -131, 612
391565037886172, 223946961172384, 320220366711275 @ 30, 24, 9
352114067896654, 413777224981151, 386622959156873 @ -160, -243, -229
291976826519365, 304601963163235, 241101843247834 @ -7, -19, 82
362592804558422, 225518650937484, 277595493714255 @ -96, 109, 21
163598436937527, 364823482044310, 219038956304500 @ 7, -214, 184
545553488267147, 378084087544443, 232734363408877 @ -153, -143, 103
469455106460554, 517635392062960, 168964623446771 @ -101, -315, 180
474100811178426, 246120118376882, 365763369939891 @ -116, 18, -63
317757094907918, 207553458549279, 284273670021973 @ -144, 239, -29
511049844817422, 310913389166394, 328605855260575 @ -140, -65, -11
174518206295912, 337880711135574, 243427236492685 @ 47, -21, 14
292945328800718, 363298170422634, 229614986984371 @ -124, -141, 103
272702227615220, 187392677021136, 97483533048447 @ 39, 202, 357
290593366206889, 245844867122654, 233727303417765 @ 59, 54, 99
280132747222934, 178577393551956, 164294042479759 @ 95, 137, 200
511749305953367, 392651061521502, 254874663232972 @ -63, -154, 82
381687920210979, 271045353718393, 285640680080136 @ 5, -15, 38
232122666601520, 297102989234043, 422302689526990 @ 94, 5, -306
149898740329454, 391020164732913, 185057208765754 @ 96, -513, 562
232276838752115, 221705345118597, 340110855283414 @ -151, 481, -400
452930379296606, 126914577517668, 300155315181487 @ -61, 146, 25
259785039584342, 329124789778284, 271435663410475 @ 8, -58, 6
155226834595994, 350438695741920, 243120772764313 @ 6, -74, -80
154242761532847, 272837515479829, 170409078584208 @ 247, 99, 260
351891341049466, 293840558153756, 270718607079087 @ -139, 6, 21
273496532552752, 319724828497712, 182235057553863 @ -83, -22, 233
231345807397364, 379771136761280, 227125119175409 @ -105, -222, 110
432673547231374, 137664285104932, 365223394235207 @ -55, 146, -58
165637224493592, 362318959966749, 212763971321656 @ -138, -221, 292
225049681265277, 350667070350159, 174579583839465 @ -125, -101, 351
188900865635603, 338577498032172, 240984809568097 @ -27, -28, 31
152434135131610, 323872574445304, 214641615074759 @ -77, 399, 327
165181413037444, 318680586738741, 225177608429226 @ 134, 61, 120
166478169886148, 339297093215306, 188223779486993 @ 189, -67, 240
240415409787197, 300458850870399, 287896885517065 @ 45, 13, -37
170598520904045, 373863789423836, 266632116253851 @ 33, -252, -159
439047526509579, 271392294319897, 380670084130008 @ -29, -25, -60
556999500193172, 374431975914284, 328808403246985 @ -105, -136, 10
227969471476058, 411429119273331, 181754694626164 @ -52, -329, 278
321297955519338, 553653967543060, 313658651928763 @ -41, -484, -50
166631506668438, 407413554626964, 244983921841039 @ -40, -626, -59
436541806204634, 377540525472168, 304073351729248 @ -52, -144, 18
470677993765322, 283156214838194, 370928533172335 @ -30, -45, -35
172107668359886, 323767469494212, 261132342513127 @ 135, 10, -32
208964548483842, 248006585707624, 268240429034595 @ 217, 11, 60
232666236050812, 285055627953084, 141647125567055 @ 43, 64, 333
165994829676911, 270393197660679, 234297016640032 @ 223, 89, 92
142951298656748, 212652705816246, 138801207985387 @ 243, 621, 571
242108718348363, 329298557892781, 167870849881858 @ 125, -75, 208
259650021752017, 113365818473749, 297780518365795 @ 157, 171, 25
431736146471942, 330784840314952, 343140267167435 @ 12, -93, -6
263053230538370, 124826837211606, 346905665906407 @ 138, 183, -47
259458325658990, 296527816560880, 341445843308131 @ 138, -39, -44
300786261582061, 197206388096909, 233638127037038 @ 121, 59, 102
193630032289031, 298772098450867, 236654357360364 @ 195, -15, 92
438378777848614, 90453061481764, 47633677563441 @ -16, 164, 300
275243184164786, 357831627606086, 323184136183055 @ -174, -129, -211
259626527447280, 231761771928815, 290031209571268 @ -142, 311, -110
354379754049222, 222969412428868, 387974018800399 @ 77, 21, -59
185929116946982, 327222639177204, 190066546755535 @ 89, -10, 257
167402465849282, 378221021783232, 238253803196731 @ 132, -232, 57
305879656958362, 267305037685884, 271840984880643 @ 7, 34, 32
236641390703285, 354740012091342, 266211585273388 @ 45, -118, 12
376313677464737, 324833424324360, 288814196586259 @ 7, -80, 33
336426034598762, 409268551456954, 296791581658610 @ -84, -222, -24
432266136713672, 522018279182334, 518046874865845 @ -147, -371, -332
292035966211078, 217829714865700, 365661806271855 @ 89, 71, -81
361321846436444, 265369284524076, 285417973013137 @ -75, 32, 12
409667835969382, 253959070534684, 354343493224401 @ 32, -16, -18
148600606137352, 394024862158897, 178288779978189 @ 142, -477, 551
362801665964622, 321984888716194, 317592558231535 @ 64, -82, 13
400292486273423, 94924852944615, 306324842410657 @ 31, 153, 27
388412178051412, 236197184155694, 330500448990175 @ 11, 21, -11
348938347664810, 115037696149473, 316757327224327 @ -100, 333, -59
418281319066730, 323658389189226, 268336878823477 @ -12, -82, 63
210955393865126, 257014912736094, 312292893672631 @ 136, 94, -75
162304054904552, 380003439252732, 243722893568911 @ 57, -320, -19
263638034409194, 299064446580186, 289291625559781 @ 46, -7, -14
225334425495701, 304326675714385, 254639239394942 @ 21, 35, 26
219809239002265, 329872949038958, 99232663182569 @ 35, -42, 503
487141408515801, 347080367680485, 271569731870213 @ -157, -107, 51
302014092153442, 492755985757368, 475959285494585 @ -38, -398, -396
362153037219957, 211404047136164, 322122253302340 @ 25, 60, -8
303771292471082, 271916686885864, 293887018393790 @ -36, 48, -24
221208809298014, 130865773719492, 246480439189801 @ 20, 596, 48
241543066172560, 393495794606471, 303167341732454 @ -194, -295, -234
260413333808374, 301451191750932, 427777309909519 @ -181, 82, -647
242146755159308, 96095054819220, 352453889670787 @ 19, 556, -217
209286244882252, 237064449384390, 249865821653333 @ 167, 97, 68
189808482978982, 320008882207572, 231786818400675 @ -28, 76, 84
364848610870642, 293811759567334, 386212766840425 @ 50, -49, -68
157724404300742, 334494174990984, 214457367038875 @ 132, 9, 192
507211934846700, 355910348378536, 321001677102245 @ -71, -118, 14
311538400500237, 293989407896737, 277490716390252 @ 127, -55, 58
317177964483134, 312779714495028, 249290680104007 @ -107, -24, 60
278527163682902, 314841741397140, 168430962468943 @ 57, -49, 210
259835934864482, 297951427862608, 562506472656075 @ -18, 26, -741
161330132241797, 264110233858854, 245667296250070 @ 255, 46, 76
140784750898727, 322363049434014, 241266074487910 @ 195, 218, -38
161765887360154, 365016923351448, 229036442113447 @ 43, -209, 95
359507835104222, 216809869674504, 101358145443415 @ -60, 106, 313
244261897982942, 281890889269584, 305421078442750 @ 64, 40, -60
168296051900670, 365413752287204, 220660576790831 @ -125, -246, 185
375107877251501, 54025097588223, 352952654729719 @ 15, 247, -43
186856896098150, 346377379591680, 263917279002661 @ 40, -80, -65
449919600004451, 317817600741687, 335733405960166 @ -211, -57, -68
443201287369326, 466714615048438, 135619270418287 @ -16, -234, 205
256205307922232, 490769267269605, 108552732007345 @ -18, -473, 419
175939726181776, 362014054822226, 218434858280103 @ 43, -163, 161
292012596778892, 71823968541234, 124993006080175 @ 33, 369, 285
