--- scanner 0 ---
413,561,535
512,747,-503
-777,-627,794
449,-632,765
450,437,649
-503,-655,-745
177,20,135
-677,527,-582
562,-591,810
-725,487,-566
-676,-729,744
695,664,-510
-599,-663,-763
551,-622,-262
-707,549,456
631,756,-530
-706,-601,686
-638,567,415
-480,-591,-682
564,-803,-306
-561,510,377
530,-760,-396
170,-156,-5

--- scanner 6 ---
70,-153,-116
823,-780,467
-428,-886,547
-784,264,367
-746,384,336
917,352,819
-362,-779,548
-437,-518,-418
850,474,816
489,421,-516
706,-590,-600
670,-523,-575
769,-585,-563
-787,248,448
769,-792,536
-426,-867,418
-763,498,-449
505,470,-357
-635,-520,-504
60,8,77
879,-854,614
489,583,-406
-543,-530,-503
-744,491,-470
-571,495,-377
856,368,801

--- scanner 7 ---
-816,-494,765
551,-688,-507
664,410,435
-531,464,-659
-91,59,74
-940,-528,-685
484,-511,-502
-113,-91,-60
-972,-605,-759
581,473,-782
-800,755,444
646,-686,895
441,-556,-507
714,-779,842
-894,-578,-716
-707,-614,769
566,397,-654
546,541,-587
-801,-574,674
-700,797,517
781,388,522
-612,378,-607
718,327,395
-641,795,445
-570,422,-447
685,-576,783

--- scanner 8 ---
683,432,-620
648,388,326
428,-449,737
760,479,420
-726,438,680
428,411,-643
-690,-771,-767
735,-428,-659
-761,-788,-777
762,412,440
635,480,-635
794,-362,-603
783,-437,-546
-559,-547,411
-710,356,690
-615,-756,-760
-761,439,-479
366,-495,650
-121,87,50
-531,-537,502
38,-53,47
-838,386,559
398,-491,785
-537,-441,439
-781,519,-567
-756,402,-414

--- scanner 9 ---
16,20,38
-613,-770,-662
708,849,522
799,-809,823
-617,-793,-713
-498,-465,324
-527,-614,325
-557,767,-441
-535,610,807
-570,740,-455
-432,555,805
349,843,-447
567,-815,-695
761,-809,-753
649,-797,766
570,861,594
784,-758,808
326,893,-504
426,832,-403
-437,-493,409
587,820,497
-483,712,806
-109,77,-106
748,-861,-694
-458,691,-434
-534,-877,-758

--- scanner 10 ---
-639,700,813
733,-498,-443
-864,487,-594
-796,678,855
-574,-478,-653
549,-858,511
452,-899,528
-802,407,-710
728,631,-683
280,759,449
-645,-785,574
-494,-498,-741
238,720,314
-100,58,-138
-173,-132,-72
-773,627,813
-885,333,-648
-457,-503,-806
592,765,-707
223,771,299
524,-887,390
639,660,-803
-653,-855,507
716,-569,-453
4,-129,49
701,-644,-460
-576,-665,484

--- scanner 11 ---
731,717,-760
668,-387,-578
-380,926,-955
1,118,-6
-380,-650,-917
739,-544,-527
-312,-655,378
729,-547,-642
-392,869,-805
-374,-592,-723
779,-363,361
-431,911,-940
-724,427,342
-419,-559,457
559,492,458
27,-15,-183
874,-481,357
-575,428,371
723,696,-937
-396,-610,461
598,609,448
614,519,458
-328,-591,-904
883,-293,411
-696,512,281
712,641,-901

--- scanner 12 ---
-128,119,58
818,-391,610
-735,-368,-468
-737,629,862
650,486,-431
377,-491,-459
-595,-643,561
740,-434,583
672,642,-533
754,454,442
-693,834,-723
758,457,575
-638,-648,516
-720,-496,-392
-781,570,861
-785,644,-718
416,-703,-417
-761,818,-651
-855,750,871
-18,-14,-89
458,-543,-373
692,385,453
504,529,-527
-700,-563,-536
786,-465,533
-705,-643,693

--- scanner 13 ---
799,-448,728
-781,-606,-858
-598,-623,566
-603,-446,633
-855,-529,-890
-603,-578,523
578,-560,-719
746,-355,796
401,551,543
406,614,580
-812,-556,-812
687,-558,767
608,551,-556
596,497,-487
-552,464,-821
-605,831,496
339,650,555
-536,403,-839
-767,831,386
673,-520,-625
-166,56,-81
-658,470,-836
-654,815,337
670,441,-634
669,-640,-734
-107,152,79

--- scanner 14 ---
572,547,-573
-659,601,-306
-55,-17,-88
855,-838,-532
662,-712,809
64,-82,103
642,-645,665
814,337,879
795,-763,-468
-604,459,409
760,377,796
-722,-457,-330
-599,-443,-433
-516,-665,828
584,524,-534
-545,387,411
804,-849,-560
677,-840,733
-620,544,-450
-704,386,451
-718,-440,-334
-435,-717,742
877,464,818
-474,-505,784
570,565,-740
-638,575,-518

--- scanner 15 ---
25,3,138
668,345,-425
566,-777,422
800,546,390
751,513,371
-528,311,-610
413,-799,449
-826,-657,-821
826,405,-436
-510,382,590
-876,-642,-818
-550,269,-453
-601,311,-476
547,-339,-463
552,-385,-517
698,296,-450
-740,-664,-755
549,-846,550
697,664,367
-941,-796,935
-110,-62,24
-884,-817,715
550,-500,-487
-863,-710,801
-580,368,636
-590,296,676

--- scanner 16 ---
-439,-831,824
-779,377,-635
-555,704,405
406,-895,656
725,-844,-276
-594,-569,-449
709,-826,-337
494,381,-704
656,491,-704
-735,778,395
-613,-556,-328
449,-817,683
-25,68,-10
-370,-769,813
663,561,750
658,628,573
-614,660,404
-853,470,-705
480,-863,733
607,332,-688
-565,-609,-299
-862,411,-632
603,-841,-343
658,518,705
-442,-835,691
-129,-31,97

--- scanner 17 ---
701,-567,-678
-856,-402,-936
-819,733,344
733,453,-744
-771,775,374
-856,-524,270
-684,729,312
569,862,740
-445,677,-613
573,-570,-760
319,-421,720
625,796,681
-473,783,-591
-826,-560,397
275,-321,716
707,-712,-747
726,468,-669
-870,-525,-833
-767,-622,303
480,-348,692
-536,687,-585
-873,-406,-932
-86,62,-41
743,436,-815
512,787,729

--- scanner 18 ---
824,596,800
-375,-387,825
742,692,-620
-595,-828,-727
-317,-417,904
-444,436,525
593,-719,531
83,56,92
-667,690,-647
-417,-496,866
787,697,-577
-598,-745,-761
441,-580,-478
442,-521,-434
-668,-819,-668
610,692,-510
432,-701,-360
-504,367,620
-444,529,688
-667,528,-757
24,-92,-26
508,-656,667
-651,641,-806
468,-795,599
951,619,820
766,664,885

--- scanner 19 ---
572,-510,-553
-15,68,35
-141,1,151
-776,814,752
-443,645,-424
-420,-729,496
641,-658,875
468,-538,-454
-485,545,-351
-600,-460,-306
399,650,478
-862,733,700
517,-571,-466
296,527,492
-639,-576,-224
300,531,475
-818,775,540
416,629,-509
619,-552,903
-445,704,-352
272,590,-566
647,-562,812
-656,-400,-219
-470,-535,533
-438,-635,443
484,611,-540

--- scanner 20 ---
-770,599,586
683,836,701
-556,-879,621
-662,582,636
612,796,-777
799,-663,-898
-652,-884,499
542,826,-745
569,778,813
673,-742,-862
537,-779,665
-725,406,578
576,-868,615
-410,-392,-888
761,-730,-884
-679,674,-590
562,-943,717
436,830,-772
-534,-403,-830
72,-129,67
108,1,-113
-455,-920,548
-632,731,-469
-688,645,-337
-550,-386,-896
673,785,779

--- scanner 21 ---
-661,-356,-544
912,680,752
-722,-409,263
-662,-480,-390
-473,648,-554
731,750,711
648,-303,-658
-652,-531,-491
830,-518,773
645,-375,-466
879,441,-445
-559,823,338
759,410,-483
862,-729,816
-374,507,-530
-599,845,329
-726,-462,310
880,-602,809
-722,834,307
895,522,-442
910,674,720
-668,-345,354
-20,-25,-124
-413,613,-578
75,88,4
652,-396,-485

--- scanner 22 ---
747,-397,-696
-259,-670,-571
-603,633,778
-274,-732,715
442,867,939
-580,823,701
-534,852,-485
679,-384,923
-513,753,709
-232,-710,558
854,-376,-610
-331,-680,-531
-274,-659,581
694,-434,926
833,-319,-830
701,-520,860
727,479,-630
907,558,-616
-546,799,-681
395,889,769
845,474,-523
20,-79,57
101,89,5
559,852,799
-345,-750,-485
-492,867,-609

--- scanner 23 ---
530,607,-919
-568,473,664
55,-137,-99
-457,319,-779
492,-777,409
-608,444,814
-472,-950,-867
425,-700,-843
471,732,408
-843,-846,837
-360,-814,-826
-555,492,785
581,597,-818
406,606,-765
378,658,478
412,741,481
446,-707,-824
-391,-934,-864
382,-615,409
-840,-724,770
-598,418,-755
-825,-830,776
353,-703,-651
-563,358,-731
333,-728,425

--- scanner 24 ---
-37,35,-48
836,582,-476
822,520,676
597,-887,463
-280,-388,443
742,483,-504
760,636,756
-474,-568,-719
754,-929,485
-714,801,-463
711,516,-559
731,-887,536
782,-853,-733
-265,-373,392
-634,633,398
-681,729,503
757,-902,-763
-770,609,532
843,574,830
94,-88,14
771,-793,-891
-550,-427,-700
-322,-523,404
-495,-391,-711
-669,636,-539
-727,661,-560

--- scanner 25 ---
-562,-274,-592
-169,152,-4
-575,520,-828
-459,-276,-537
560,-584,-802
-525,-757,483
216,761,734
587,541,-609
622,-315,815
497,610,-729
-717,459,544
772,-258,827
258,738,683
258,604,756
-510,-275,-694
-458,380,-843
-710,393,458
-695,396,408
-34,8,98
681,-559,-831
543,-487,-843
-464,-672,511
-554,-756,632
564,618,-799
757,-273,776
-411,550,-865

--- scanner 26 ---
594,573,-519
-440,825,-580
682,-603,463
540,-658,-252
-546,-834,-618
-536,327,553
57,-24,115
-505,787,-628
-558,-769,-421
804,815,933
677,878,872
755,-703,505
566,-637,-464
-661,-587,447
576,571,-686
-573,-585,481
764,761,850
754,-544,465
-422,-805,-494
597,-619,-396
617,585,-480
-43,68,-5
-522,847,-506
-736,364,530
-733,-581,430
-632,377,621

--- scanner 27 ---
710,798,653
-745,352,513
-927,692,-562
-942,-757,-894
481,-661,637
-838,-386,810
-168,-76,-145
-716,-389,743
-124,46,-8
-963,547,-552
569,662,-427
355,673,-369
-806,-869,-853
-926,671,-666
500,-674,758
452,-621,787
751,841,731
-926,-838,-891
-681,444,493
-822,-404,749
-864,361,486
327,-772,-806
426,-631,-782
360,688,-386
366,-666,-758
772,705,659

--- scanner 28 ---
-648,648,-709
-542,-550,535
771,449,693
672,456,769
702,-310,-612
-117,25,-97
659,470,742
-522,-413,-805
731,-309,-463
-574,-556,727
616,677,-768
-609,730,-617
797,-790,557
612,728,-791
-597,861,419
695,773,-875
694,-792,612
-637,794,504
792,-394,-491
-32,148,17
-720,663,-565
-410,-281,-789
-689,894,537
-506,-331,-640
-489,-424,651
746,-791,714

--- scanner 29 ---
295,-675,611
-385,714,686
781,901,-278
-712,-652,496
-467,738,727
629,795,754
429,-696,749
-336,510,-431
17,-19,12
65,131,149
645,919,668
709,922,-414
-613,742,692
-512,-777,-427
-732,-777,621
572,922,732
543,-531,-675
-502,-813,-572
-319,505,-446
536,-714,-758
339,-662,792
563,-595,-767
703,860,-321
-777,-664,580
-616,-776,-448
-377,719,-457

--- scanner 30 ---
250,687,-614
-588,536,800
-175,148,-171
379,660,-585
-157,-10,-10
-585,-712,773
629,-588,-789
-506,-425,-711
-571,-840,664
236,-765,556
-611,587,758
-21,15,-188
455,496,687
288,741,-662
541,576,773
232,-711,405
-560,-682,724
-499,881,-703
255,-814,523
-520,727,-649
501,566,701
-582,807,-765
-631,-508,-645
694,-557,-754
-745,514,758
596,-588,-632
-600,-453,-612

--- scanner 31 ---
625,-736,-620
-599,-557,877
-827,629,-456
-682,563,543
894,-512,638
504,-661,-646
-677,-757,890
-692,566,428
466,551,-556
84,22,78
-677,-895,-740
900,-585,659
-621,723,479
427,460,818
927,-573,750
375,519,805
421,518,624
-666,-896,-531
-836,817,-510
-589,-889,-689
10,-134,-93
-606,-643,785
443,500,-560
482,-784,-562
359,455,-477
-732,747,-460

--- scanner 32 ---
-747,-436,-842
729,-654,591
-514,-782,535
-849,537,719
654,-393,-375
-586,-821,688
-911,438,-549
-786,-558,-874
304,373,491
-890,356,649
347,616,-427
663,-761,590
-954,406,-760
-947,388,-633
345,509,379
-447,-786,617
665,-742,461
328,623,-406
456,-395,-461
548,-405,-460
307,389,410
-858,358,643
-773,-302,-847
-54,-4,19
520,620,-334

--- scanner 33 ---
666,261,-636
623,-361,427
-931,538,-515
-942,524,660
-126,-99,-69
-408,-920,565
-414,-912,705
-901,597,559
687,395,-498
-425,-854,581
577,562,345
-747,-501,-520
384,554,390
-723,-419,-561
709,-493,483
655,-811,-667
653,305,-455
768,-766,-626
652,-614,436
-928,611,-579
-906,475,463
560,612,453
1,-55,105
-751,-647,-555
643,-746,-751
-804,595,-493

--- scanner 34 ---
-553,-629,693
844,-693,-278
-579,-390,-633
569,260,-620
425,774,376
794,-708,-275
476,759,391
518,218,-643
-700,294,-671
-858,354,-660
-18,-135,69
708,-715,-341
-730,245,-646
-514,-639,810
-582,-551,-609
-584,-436,-579
-678,756,606
769,-523,875
437,624,433
-667,720,661
620,-552,874
496,260,-486
-686,579,585
-569,-639,783
741,-462,790
